id,num_orders
1131248,44.0
1383646,386.0
1288250,163.0
1476141,161.0
1401237,66.0
1383510,86.0
1433607,98.0
1098207,367.0
1453624,371.0
1089046,304.0
1306954,833.0
1413179,798.0
1379869,814.0
1037218,99.0
1247919,206.0
1097438,207.0
1441938,918.0
1060769,918.0
1409283,1281.0
1397517,212.0
1220386,171.0
1297481,213.0
1309280,1127.0
1013813,701.0
1087803,1178.0
1256077,101.0
1328392,104.0
1197947,158.0
1134877,164.0
1149222,161.0
1321757,159.0
1364052,136.0
1346914,139.0
1343936,577.0
1284997,566.0
1443980,513.0
1272226,61.0
1267791,61.0
1049345,62.0
1300007,364.0
1220471,549.0
1486124,392.0
1183373,278.0
1076787,278.0
1218918,283.0
1351627,340.0
1333350,389.0
1312936,386.0
1477543,49.0
1408514,52.0
1256773,51.0
1174904,608.0
1392815,401.0
1389126,376.0
1074816,133.0
1124612,154.0
1318251,165.0
1089252,461.0
1396463,458.0
1289632,427.0
1083889,291.0
1121896,284.0
1004866,284.0
1234436,36.0
1311318,78.0
1476647,86.0
1419834,428.0
1188670,260.0
1260238,418.0
1263791,86.0
1070835,96.0
1433069,69.0
1349084,338.0
1360259,203.0
1022475,400.0
1037167,83.0
1492031,83.0
1057541,87.0
1483675,122.0
1463966,103.0
1474096,148.0
1440771,56.0
1452763,63.0
1382621,362.0
1035365,415.0
1355984,403.0
1140520,36.0
1168148,189.0
1052343,189.0
1370827,186.0
1055728,41.0
1053449,28.0
1368579,28.0
1208370,113.0
1027455,117.0
1147326,113.0
1203029,47.0
1389643,53.0
1482071,61.0
1411487,374.0
1043533,404.0
1294351,328.0
1409427,243.0
1000264,244.0
1016463,296.0
1224218,45.0
1485114,83.0
1006410,79.0
1221242,304.0
1031339,379.0
1153545,429.0
1182144,115.0
1194788,166.0
1082828,105.0
1265773,308.0
1154515,177.0
1105986,367.0
1293017,69.0
1272587,71.0
1027143,71.0
1179146,67.0
1342337,72.0
1269746,50.0
1369030,289.0
1109605,376.0
1099603,418.0
1319113,33.0
1155697,44.0
1218892,207.0
1493357,213.0
1202597,207.0
1116108,33.0
1229780,29.0
1391127,33.0
1085957,339.0
1267409,94.0
1245159,69.0
1378973,72.0
1079844,324.0
1024089,306.0
1463712,268.0
1268331,465.0
1058344,466.0
1417277,428.0
1056035,89.0
1343254,125.0
1262833,131.0
1272751,428.0
1013213,483.0
1263405,448.0
1204818,112.0
1333742,121.0
1043262,114.0
1449237,661.0
1080908,326.0
1073524,851.0
1196482,118.0
1068138,116.0
1320427,157.0
1184166,174.0
1228572,174.0
1075131,191.0
1128915,213.0
1182843,115.0
1094044,517.0
1209858,552.0
1222963,539.0
1037477,59.0
1001694,58.0
1054299,59.0
1371044,294.0
1254718,294.0
1086268,290.0
1003757,49.0
1448276,45.0
1489645,898.0
1491279,253.0
1408337,251.0
1360068,98.0
1316400,88.0
1110618,140.0
1146271,528.0
1474849,466.0
1352055,313.0
1245977,310.0
1165288,277.0
1081099,282.0
1441467,61.0
1336838,258.0
1106150,239.0
1190084,128.0
1232610,128.0
1321845,120.0
1159511,258.0
1441739,202.0
1096623,245.0
1474925,60.0
1118719,60.0
1297074,41.0
1054861,236.0
1208736,242.0
1161439,227.0
1282737,138.0
1194305,137.0
1353044,138.0
1063225,24.0
1116078,59.0
1075416,40.0
1088172,51.0
1320248,388.0
1271591,344.0
1127237,213.0
1243020,316.0
1416839,315.0
1172788,291.0
1473056,77.0
1060753,87.0
1053540,260.0
1261815,367.0
1489999,308.0
1133739,107.0
1384693,106.0
1072117,209.0
1023989,169.0
1183974,223.0
1171351,60.0
1004475,60.0
1080300,102.0
1164653,44.0
1444590,45.0
1169717,196.0
1399692,179.0
1393811,173.0
1177147,24.0
1455218,24.0
1478944,130.0
1415824,130.0
1041241,148.0
1045506,23.0
1210059,302.0
1139397,63.0
1008295,38.0
1406978,47.0
1470180,45.0
1326956,298.0
1268964,289.0
1267165,493.0
1414458,461.0
1105486,489.0
1246396,39.0
1223814,100.0
1208097,99.0
1426257,376.0
1402266,423.0
1273610,909.0
1082679,155.0
1061395,169.0
1448891,191.0
1121802,553.0
1017920,340.0
1220913,584.0
1201769,83.0
1214790,88.0
1055980,80.0
1143296,153.0
1161381,146.0
1049400,153.0
1388858,130.0
1367157,74.0
1056911,73.0
1363870,453.0
1206999,392.0
1220962,348.0
1244866,44.0
1161719,44.0
1492231,253.0
1492759,180.0
1408726,203.0
1337818,192.0
1136894,190.0
1050836,219.0
1157808,220.0
1438743,222.0
1092027,239.0
1286976,46.0
1244383,41.0
1220086,41.0
1014137,404.0
1460613,170.0
1269949,190.0
1022949,72.0
1118546,74.0
1006832,324.0
1461216,330.0
1333438,277.0
1014151,693.0
1196661,686.0
1072688,328.0
1161832,49.0
1146287,88.0
1329636,89.0
1113345,342.0
1079296,374.0
1245711,343.0
1312378,122.0
1280461,129.0
1132214,130.0
1013410,398.0
1315890,327.0
1453825,404.0
1137590,52.0
1046820,58.0
1100813,50.0
1213133,93.0
1119887,99.0
1339495,73.0
1172173,52.0
1250692,42.0
1000962,317.0
1122867,370.0
1367068,365.0
1181254,31.0
1411654,179.0
1154407,150.0
1477833,174.0
1422724,165.0
1112704,173.0
1346146,165.0
1108405,192.0
1194904,379.0
1448084,95.0
1266676,60.0
1099057,72.0
1188584,294.0
1230753,293.0
1237054,326.0
1161084,265.0
1401228,270.0
1493372,273.0
1395665,53.0
1002279,86.0
1424621,73.0
1256602,403.0
1390004,410.0
1146927,389.0
1057232,141.0
1319822,142.0
1353668,73.0
1157084,346.0
1115935,216.0
1033089,394.0
1090029,71.0
1464617,77.0
1209279,75.0
1039223,99.0
1152313,93.0
1198253,99.0
1356983,65.0
1375236,54.0
1276289,68.0
1188533,371.0
1163547,508.0
1089771,421.0
1449997,37.0
1261700,37.0
1098789,29.0
1119881,182.0
1174890,192.0
1194658,192.0
1354710,30.0
1276097,25.0
1451749,29.0
1260659,354.0
1342195,105.0
1177959,95.0
1346194,49.0
1081095,89.0
1228200,90.0
1400215,403.0
1101987,429.0
1280892,386.0
1207745,562.0
1158313,559.0
1326014,535.0
1040372,65.0
1405754,72.0
1251759,67.0
1094372,408.0
1113898,422.0
1351735,487.0
1305756,126.0
1144073,132.0
1219445,129.0
1399854,594.0
1077708,280.0
1136982,651.0
1168044,112.0
1301176,127.0
1045879,131.0
1375132,139.0
1224442,138.0
1195553,179.0
1486052,56.0
1406304,61.0
1003371,429.0
1447908,414.0
1022766,450.0
1359162,43.0
1149541,42.0
1389512,59.0
1294598,227.0
1187407,225.0
1151085,224.0
1262007,54.0
1273205,63.0
1098767,54.0
1328665,374.0
1207902,175.0
1110134,175.0
1135750,48.0
1404904,58.0
1252213,62.0
1471895,576.0
1370308,326.0
1488744,314.0
1312130,188.0
1432207,200.0
1067574,160.0
1497576,35.0
1173597,58.0
1463356,78.0
1476005,412.0
1226297,412.0
1312818,359.0
1170077,118.0
1132041,205.0
1144962,143.0
1180712,283.0
1420842,174.0
1048319,250.0
1062167,61.0
1281864,61.0
1310639,62.0
1316568,62.0
1470598,63.0
1126729,96.0
1187117,39.0
1231315,42.0
1193778,243.0
1497770,312.0
1296043,298.0
1109033,207.0
1253619,212.0
1015055,214.0
1323954,175.0
1236535,61.0
1291602,61.0
1034239,61.0
1487244,308.0
1432981,308.0
1413500,288.0
1240615,1073.0
1125250,983.0
1049986,1018.0
1432590,64.0
1064865,109.0
1462054,104.0
1175329,508.0
1231504,501.0
1310137,740.0
1176123,150.0
1267634,123.0
1397808,135.0
1489068,794.0
1399261,353.0
1057026,765.0
1157087,91.0
1221970,91.0
1055041,132.0
1378097,134.0
1154169,134.0
1062376,124.0
1181839,87.0
1276632,73.0
1388270,435.0
1171130,312.0
1242759,321.0
1035528,47.0
1232845,45.0
1133643,39.0
1020633,288.0
1137724,292.0
1418017,225.0
1129706,186.0
1414426,183.0
1443244,229.0
1336913,171.0
1216868,175.0
1074099,168.0
1005733,47.0
1187232,46.0
1315006,948.0
1429640,239.0
1193124,237.0
1321067,117.0
1020914,64.0
1464172,71.0
1012356,325.0
1048213,322.0
1414658,257.0
1067356,851.0
1402145,948.0
1205618,911.0
1102348,60.0
1439251,94.0
1141169,92.0
1429174,487.0
1360530,487.0
1078717,799.0
1034750,194.0
1292295,199.0
1464006,207.0
1207416,592.0
1081039,322.0
1038600,658.0
1434474,84.0
1420970,79.0
1493390,112.0
1062042,100.0
1407930,99.0
1309366,152.0
1494106,58.0
1253128,69.0
1230871,405.0
1103899,326.0
1178356,354.0
1270686,39.0
1461376,47.0
1055872,37.0
1027667,172.0
1150000,226.0
1035466,311.0
1015226,260.0
1004410,202.0
1225216,205.0
1261758,207.0
1009224,210.0
1164468,38.0
1234697,390.0
1072809,170.0
1405077,211.0
1133718,78.0
1090779,70.0
1220305,70.0
1455516,299.0
1077080,293.0
1381871,325.0
1497941,472.0
1405281,456.0
1184133,450.0
1297493,48.0
1351826,99.0
1351915,70.0
1303502,261.0
1103552,260.0
1074755,402.0
1054413,140.0
1100592,150.0
1265971,85.0
1062386,377.0
1005415,208.0
1454684,425.0
1098324,93.0
1463531,90.0
1128843,102.0
1200592,131.0
1337305,131.0
1130901,142.0
1101312,99.0
1423243,58.0
1358603,73.0
1040493,356.0
1023439,506.0
1402530,429.0
1148734,34.0
1115378,31.0
1138163,205.0
1089398,197.0
1111393,197.0
1441237,37.0
1073593,33.0
1353069,37.0
1237302,282.0
1068099,114.0
1296768,123.0
1407946,46.0
1341469,77.0
1099372,74.0
1310892,375.0
1190768,348.0
1070732,336.0
1249505,270.0
1235991,262.0
1260972,261.0
1207552,55.0
1043700,93.0
1311764,83.0
1387118,363.0
1193391,258.0
1091807,477.0
1240478,188.0
1494088,194.0
1347537,129.0
1102292,416.0
1088345,219.0
1446214,546.0
1033631,93.0
1291932,102.0
1048558,54.0
1374367,58.0
1379701,347.0
1324376,509.0
1000116,417.0
1213448,41.0
1246867,220.0
1414636,220.0
1390449,230.0
1440242,335.0
1382211,140.0
1248175,135.0
1395486,45.0
1222155,56.0
1031664,338.0
1022670,356.0
1280365,327.0
1034558,170.0
1147078,168.0
1459822,176.0
1099677,206.0
1348084,199.0
1220274,187.0
1209309,123.0
1184750,123.0
1190011,206.0
1319480,160.0
1305176,186.0
1251039,50.0
1312629,195.0
1031682,179.0
1034125,209.0
1046291,58.0
1444323,177.0
1317716,177.0
1057421,176.0
1428458,290.0
1348068,293.0
1380958,187.0
1001797,351.0
1207458,320.0
1252167,351.0
1402459,40.0
1336623,93.0
1092234,93.0
1276698,329.0
1014174,353.0
1389987,355.0
1176492,126.0
1248265,124.0
1045510,126.0
1045443,410.0
1099568,309.0
1295338,408.0
1207102,54.0
1391315,57.0
1251276,50.0
1003702,99.0
1371347,99.0
1495432,96.0
1427121,176.0
1314783,53.0
1358927,52.0
1465453,335.0
1183611,355.0
1272052,335.0
1363954,31.0
1409502,31.0
1030133,217.0
1363671,173.0
1035001,187.0
1410185,165.0
1432211,187.0
1065392,173.0
1373418,173.0
1365940,173.0
1242870,165.0
1231479,30.0
1404091,25.0
1181234,396.0
1085163,95.0
1436870,95.0
1254416,61.0
1471032,72.0
1334116,67.0
1347256,317.0
1311604,330.0
1063501,338.0
1025721,423.0
1276142,426.0
1060806,453.0
1071661,39.0
1498066,95.0
1407735,101.0
1051651,506.0
1363995,529.0
1454364,372.0
1467138,89.0
1074197,89.0
1230896,87.0
1115906,441.0
1186445,237.0
1478644,563.0
1096482,124.0
1429191,126.0
1257617,121.0
1440883,143.0
1021872,144.0
1154559,144.0
1095162,107.0
1300311,57.0
1389878,78.0
1412672,359.0
1155036,428.0
1112459,439.0
1133681,34.0
1218617,33.0
1190145,33.0
1262383,211.0
1331957,211.0
1481626,201.0
1134995,42.0
1285263,34.0
1106138,41.0
1175167,339.0
1205164,168.0
1483833,193.0
1496897,50.0
1074105,68.0
1465377,66.0
1106879,356.0
1150467,300.0
1116996,317.0
1185434,573.0
1266519,590.0
1353114,588.0
1129265,68.0
1252749,102.0
1162104,100.0
1193418,509.0
1284837,501.0
1363184,951.0
1191468,96.0
1078789,135.0
1136805,148.0
1405386,777.0
1114322,350.0
1350211,792.0
1278837,104.0
1172455,91.0
1478221,104.0
1098408,132.0
1091951,134.0
1099622,131.0
1139472,87.0
1061430,67.0
1258982,58.0
1405793,417.0
1494572,311.0
1023532,331.0
1088540,47.0
1350522,39.0
1062543,300.0
1123146,185.0
1335657,304.0
1336480,220.0
1334472,234.0
1223905,234.0
1106947,155.0
1268382,151.0
1410375,164.0
1480252,47.0
1270897,46.0
1171323,448.0
1347721,250.0
1195122,252.0
1160060,71.0
1103877,75.0
1227192,74.0
1225674,321.0
1435797,328.0
1364079,266.0
1306281,161.0
1299709,189.0
1299648,210.0
1191925,45.0
1303294,91.0
1276615,94.0
1347235,392.0
1433729,251.0
1442624,375.0
1136999,109.0
1419217,105.0
1314342,322.0
1429773,191.0
1267876,271.0
1387167,59.0
1173342,44.0
1186948,69.0
1233252,289.0
1066977,367.0
1152418,359.0
1124445,26.0
1026138,211.0
1332514,216.0
1468716,210.0
1287492,306.0
1206863,61.0
1398867,42.0
1055136,75.0
1118702,68.0
1359875,398.0
1107202,393.0
1296158,284.0
1470774,351.0
1117544,352.0
1151189,351.0
1186842,78.0
1398197,103.0
1083741,103.0
1037042,328.0
1088465,323.0
1451012,443.0
1227620,146.0
1102512,167.0
1234887,120.0
1128433,316.0
1444037,233.0
1015740,331.0
1346922,45.0
1102942,49.0
1174075,62.0
1108936,62.0
1412117,64.0
1014965,224.0
1418316,45.0
1472488,39.0
1019856,266.0
1175542,243.0
1013232,247.0
1321001,219.0
1100828,237.0
1068732,170.0
1386147,188.0
1410568,194.0
1471314,162.0
1143781,152.0
1010375,148.0
1144387,37.0
1229377,39.0
1095558,30.0
1478260,357.0
1438799,75.0
1359239,82.0
1097687,46.0
1065465,61.0
1028748,59.0
1487448,557.0
1331356,563.0
1480686,335.0
1236999,584.0
1199822,575.0
1254681,541.0
1047669,68.0
1084506,105.0
1407062,90.0
1004423,506.0
1207875,501.0
1328513,753.0
1170969,131.0
1281563,141.0
1432075,125.0
1253965,777.0
1444649,368.0
1152272,780.0
1393567,103.0
1154663,103.0
1144903,132.0
1329590,176.0
1441678,169.0
1001524,320.0
1440235,90.0
1437743,57.0
1468736,458.0
1325002,304.0
1255670,347.0
1054864,47.0
1057573,39.0
1006532,207.0
1276400,235.0
1086209,241.0
1325888,208.0
1269656,369.0
1219510,222.0
1402597,162.0
1254290,160.0
1207536,165.0
1358623,46.0
1106454,46.0
1096522,46.0
1497989,441.0
1034611,208.0
1145961,206.0
1241244,96.0
1335255,74.0
1167949,71.0
1215373,322.0
1245385,324.0
1299559,273.0
1402501,169.0
1356370,160.0
1244578,138.0
1402872,221.0
1373011,211.0
1099626,218.0
1240618,135.0
1313356,166.0
1063775,135.0
1351476,318.0
1423116,191.0
1026366,192.0
1006892,51.0
1366540,53.0
1308211,52.0
1060946,150.0
1111869,36.0
1321821,35.0
1442998,216.0
1187281,380.0
1149992,369.0
1269393,200.0
1271415,200.0
1115599,205.0
1049715,262.0
1386843,42.0
1449443,353.0
1247790,340.0
1377409,263.0
1402068,521.0
1131692,518.0
1103707,529.0
1011869,80.0
1134421,101.0
1187227,102.0
1404182,422.0
1430582,422.0
1077995,451.0
1484671,102.0
1420778,102.0
1310109,105.0
1219340,614.0
1483037,303.0
1278014,656.0
1020009,129.0
1357861,119.0
1246537,129.0
1138911,158.0
1072349,178.0
1044205,135.0
1003775,74.0
1105139,82.0
1233795,430.0
1488993,404.0
1128989,387.0
1461060,47.0
1093258,52.0
1458579,239.0
1267831,240.0
1076102,227.0
1492794,59.0
1258414,56.0
1233270,60.0
1218069,756.0
1209101,222.0
1005839,198.0
1205721,60.0
1286663,105.0
1396005,109.0
1005991,318.0
1411749,314.0
1256153,399.0
1334064,282.0
1053700,300.0
1079711,304.0
1449942,35.0
1080233,81.0
1320661,83.0
1137255,372.0
1264796,240.0
1048031,371.0
1363159,114.0
1311397,126.0
1408686,135.0
1335629,327.0
1384967,225.0
1425196,328.0
1185945,67.0
1233671,71.0
1168634,71.0
1475193,101.0
1008215,50.0
1490942,70.0
1086613,276.0
1429213,278.0
1247277,279.0
1315521,35.0
1251613,35.0
1341539,30.0
1314843,147.0
1060246,144.0
1196722,144.0
1062489,33.0
1391156,28.0
1420868,341.0
1266795,94.0
1452943,86.0
1372739,45.0
1384170,58.0
1270445,306.0
1440443,333.0
1158748,219.0
1373369,967.0
1171380,936.0
1334250,419.0
1260574,60.0
1004325,98.0
1402074,98.0
1305204,469.0
1225037,478.0
1174606,803.0
1118582,186.0
1302852,114.0
1236914,174.0
1047047,589.0
1219768,364.0
1449676,649.0
1459390,88.0
1403792,100.0
1181820,99.0
1158592,99.0
1106569,97.0
1460628,58.0
1456648,69.0
1074653,426.0
1172350,321.0
1064482,328.0
1035769,39.0
1092414,44.0
1187218,37.0
1309910,206.0
1064688,176.0
1208945,149.0
1223704,202.0
1342926,236.0
1016090,187.0
1084541,204.0
1006036,207.0
1271294,203.0
1293143,35.0
1380357,884.0
1394412,170.0
1045597,177.0
1242518,73.0
1425711,67.0
1236266,70.0
1391787,339.0
1018619,334.0
1439086,340.0
1487991,521.0
1460540,472.0
1421075,440.0
1337962,57.0
1205702,87.0
1216068,68.0
1416093,250.0
1106438,421.0
1187958,410.0
1461237,87.0
1493677,81.0
1346875,91.0
1047024,378.0
1179951,262.0
1272720,417.0
1009102,101.0
1102030,101.0
1357349,102.0
1254542,131.0
1239839,124.0
1142498,57.0
1479142,61.0
1127057,74.0
1143077,361.0
1315764,538.0
1076879,528.0
1117812,37.0
1171684,42.0
1187665,220.0
1150288,203.0
1092093,218.0
1447408,44.0
1331327,37.0
1478225,355.0
1247480,114.0
1105195,123.0
1439531,46.0
1079007,47.0
1068176,47.0
1396170,415.0
1334406,373.0
1014026,332.0
1352373,258.0
1243030,254.0
1041420,254.0
1319327,51.0
1410028,73.0
1139636,80.0
1036193,410.0
1003367,406.0
1387633,413.0
1332886,152.0
1080327,144.0
1013373,144.0
1078845,335.0
1240791,216.0
1474319,398.0
1494561,70.0
1150748,70.0
1140411,75.0
1440680,93.0
1067429,93.0
1160511,99.0
1065243,97.0
1279830,55.0
1030666,69.0
1433611,359.0
1333707,466.0
1266311,416.0
1103146,31.0
1491817,184.0
1212716,182.0
1301661,191.0
1233889,28.0
1342250,25.0
1079171,25.0
1132769,559.0
1177184,104.0
1162498,47.0
1226350,83.0
1353682,71.0
1144693,444.0
1200921,386.0
1098073,367.0
1083024,641.0
1496726,739.0
1222568,714.0
1118152,75.0
1474455,64.0
1344569,433.0
1362812,621.0
1357918,468.0
1427314,307.0
1177846,239.0
1447665,171.0
1180242,764.0
1057980,287.0
1057989,790.0
1494214,131.0
1360415,122.0
1474051,132.0
1139545,85.0
1102908,67.0
1281533,71.0
1233530,317.0
1474190,362.0
1195458,319.0
1481613,44.0
1004249,160.0
1165001,162.0
1022162,155.0
1185155,46.0
1152177,745.0
1374738,280.0
1379639,208.0
1333423,50.0
1128407,53.0
1204473,51.0
1310544,320.0
1154591,309.0
1494201,257.0
1115748,366.0
1353589,383.0
1484676,388.0
1048616,36.0
1314508,68.0
1296975,79.0
1372115,252.0
1336189,300.0
1121324,405.0
1045996,96.0
1361706,84.0
1431483,85.0
1387232,380.0
1160893,219.0
1431384,412.0
1235837,85.0
1436037,83.0
1202680,83.0
1412587,95.0
1377286,95.0
1197461,103.0
1116597,58.0
1062507,62.0
1030306,350.0
1013660,355.0
1086030,395.0
1229602,37.0
1272184,32.0
1433035,155.0
1374038,150.0
1222840,154.0
1356273,28.0
1101932,28.0
1021010,359.0
1171411,111.0
1337490,119.0
1332396,43.0
1303811,61.0
1333733,53.0
1191789,303.0
1325792,304.0
1476106,353.0
1171225,351.0
1235681,569.0
1224499,574.0
1423465,38.0
1120552,103.0
1292401,100.0
1226546,360.0
1485369,345.0
1369288,420.0
1432305,152.0
1079777,141.0
1092628,128.0
1282588,337.0
1415191,233.0
1209550,341.0
1370271,49.0
1104842,63.0
1381859,68.0
1062232,63.0
1171522,104.0
1084587,45.0
1439204,39.0
1159953,302.0
1379917,260.0
1082924,266.0
1380277,27.0
1303074,26.0
1357053,118.0
1482844,149.0
1095958,192.0
1335161,186.0
1432554,167.0
1058867,152.0
1289214,162.0
1028000,156.0
1437271,33.0
1399943,30.0
1107949,629.0
1356581,75.0
1194491,42.0
1203992,45.0
1073984,44.0
1158974,284.0
1244952,294.0
1350959,220.0
1221985,314.0
1428233,317.0
1247118,323.0
1460736,36.0
1317327,108.0
1233024,108.0
1471569,309.0
1415077,310.0
1056913,410.0
1277505,108.0
1359182,137.0
1430948,306.0
1013760,248.0
1147147,317.0
1415890,59.0
1265084,72.0
1431945,73.0
1484655,92.0
1161020,50.0
1175530,301.0
1154338,272.0
1130574,250.0
1051940,31.0
1440445,32.0
1192440,182.0
1260322,176.0
1421768,166.0
1449682,170.0
1415276,198.0
1453255,138.0
1248669,147.0
1230958,147.0
1157877,30.0
1325572,366.0
1431659,92.0
1309583,101.0
1209010,51.0
1285811,67.0
1136992,66.0
1108246,269.0
1104829,263.0
1330971,213.0
1224992,346.0
1268353,325.0
1232469,333.0
1410483,36.0
1063825,97.0
1243528,90.0
1349678,303.0
1072684,341.0
1342993,415.0
1495669,139.0
1322377,137.0
1202457,126.0
1415501,411.0
1363882,315.0
1080956,426.0
1134020,66.0
1151908,58.0
1350192,95.0
1416559,95.0
1092576,122.0
1344385,79.0
1217656,59.0
1302415,47.0
1242600,348.0
1467152,339.0
1438001,344.0
1460611,33.0
1441014,30.0
1357398,159.0
1077114,122.0
1263663,121.0
1372445,184.0
1298212,178.0
1491344,184.0
1281588,246.0
1136004,155.0
1289149,155.0
1474421,26.0
1473813,28.0
1252840,393.0
1172252,138.0
1189064,117.0
1361099,54.0
1013719,63.0
1073519,64.0
1277293,259.0
1159227,273.0
1139762,285.0
1295739,221.0
1009685,188.0
1474772,200.0
1165673,35.0
1065468,94.0
1102053,92.0
1161784,402.0
1051139,406.0
1269039,373.0
1158737,117.0
1246489,129.0
1202461,128.0
1198164,282.0
1011440,346.0
1413230,261.0
1094332,63.0
1141137,39.0
1049606,54.0
1391442,244.0
1359351,293.0
1233267,322.0
1314748,32.0
1413495,212.0
1225930,207.0
1137875,207.0
1190701,36.0
1122832,48.0
1089220,55.0
1249809,485.0
1093731,396.0
1064557,300.0
1117909,291.0
1214618,278.0
1089335,285.0
1213475,49.0
1170902,81.0
1481946,396.0
1224868,259.0
1106482,405.0
1273502,81.0
1216168,81.0
1083594,336.0
1224295,214.0
1013278,394.0
1005855,94.0
1056709,84.0
1249671,95.0
1230380,122.0
1484433,103.0
1267040,73.0
1473223,52.0
1233669,354.0
1250796,417.0
1313401,404.0
1237110,36.0
1238242,34.0
1000121,193.0
1129558,181.0
1018802,182.0
